numerical__state,numerical__city,numerical__year_built,numerical__latitude,numerical__longitude,numerical__lot_sqft,numerical__living_sqft,nominal__type_apartment,nominal__type_mobile,nominal__type_multi_family,nominal__type_single_family,nominal__type_townhouse,remainder__number_of_stories,remainder__number_of_baths,remainder__number_of_beds,remainder__number_of_garages,remainder__basement,remainder__central_air,remainder__central_heat,remainder__city_view,remainder__community_outdoor_space,remainder__community_security_features,remainder__fenced_yard,remainder__fireplace,remainder__floor_plan,remainder__hardwood_floors,remainder__new_roof,remainder__recreation_facilities,remainder__rental_property,remainder__shopping,remainder__view
1.5897107861839912,1.506908486758705,1.1668940508231407,2.031081680762651,-2.1660321038924346,-0.8428895967095923,0.014115633951021472,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6169227832948861,-0.5936810040557328,0.641415144392441,0.29349599541978444,0.8473654294890351,-0.7693682640823798,-0.27369385103873317,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7654882117350481,-0.7351068311600711,-0.3511561233099918,0.6082345840847999,-0.2477003264355229,0.301312399920197,-1.4620684987383654,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.7654882117350481,-0.7351068311600711,-0.7014753942637916,0.6323611925625412,-0.24723565764992217,-0.1927509553346707,-0.8276497415028846,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.65285109327106,1.5670144632780487,-0.8766350297406915,0.15144753846194633,-0.9882672656427991,-1.3709828259233412,-1.6632256656666886,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6502529298712019,0.6125981094812711,1.1377007782436572,-0.8380990389552043,0.7355032008138814,0.1383051024381488,-0.053968330240103286,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1.130905786589373,1.070152255995307,-0.030030124935675334,-0.03366152731383614,0.8741361427415508,0.2977413637640181,-0.08182086104556342,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.30068721589435,0.27983145747106314,-0.4095426684689584,-0.4137160859616009,0.8111138127785638,0.18682918197210904,-0.28452539079641215,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0872100723422666,1.028556424494031,1.1377007782436572,-0.005177615280501388,-1.9565290997742382,-0.3118555141907549,0.28335676507046936,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.130905786589373,1.070152255995307,0.9041545976077908,-0.045954095453093,0.8691217854638235,-1.056311522278872,0.6825763732820646,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.48583564055356665,-0.46889350955190473,0.5830285992334743,-0.24910254236723423,0.32515490871150765,0.21224655696608818,0.6903131873946924,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.264056311294533,-1.2097152685896302,1.020927687925724,-1.7519629981694527,0.23889083830998578,-0.22026893983228452,0.11933630588275974,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.24550921219448105,-0.24011643629488677,-2.5114582941917574,0.6666906893315894,1.1207312722091323,-0.4179362941243043,-0.8709759005336004,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
